Edad,GENERO,ESTADO_CIVIL,NUMERO_HIJOS,TIEMPO_PROPIETARIO,Edad Licencia,Mean(Recorrido (Km)),Mean(Frenadas (Uni)),Mean(Arrancadas (Uni)),Mean(Aceleraciones (Uni)),Mean(Exceso Velocidad (Min)),Mean(Maxima Velocidad (Km/h)),Mean(Tiempo Uso (Min)),Mean(Uso Zona (Min)),Mean(Fuera Zona (Min)),Mean(Colision),MARCA,CLASE,TIPO,MODELO,SINIESTROS
0.8235294117647058,0.0,0.0,0.5,0.2631578947368421,0.7333333333333333,0.06663400293973543,0.0014846707742558088,0.04882017900732303,0.0,0.0,0.0,0.2706824247045368,0.3996229971724788,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.0
0.38823529411764707,0.0,0.0,0.0,0.3684210526315789,0.12,0.3782459578637922,0.0005938683097023235,0.0,0.12456747404844291,0.0029239766081871348,0.03463667202285306,0.4020205871139916,0.0,0.472418432559704,0.0,0.045454545454545456,0.0,0.009523809523809525,0.3793103448275862,0.0
0.9294117647058824,1.0,0.0,0.375,0.5263157894736842,0.8133333333333334,0.15482606565409113,0.0029693415485116175,0.001627339300244101,0.06805074971164936,0.0,0.0,0.26706061761341976,0.14439208294062206,0.2246888664648503,0.0,0.0,0.0,0.01904761904761905,0.5862068965517241,0.0
0.4235294117647059,1.0,0.25,0.0,0.2631578947368421,0.14666666666666667,0.28858402743753064,0.0012619701581174374,0.0008136696501220505,0.0,0.029239766081871347,0.16372076414925907,0.29832253145253523,0.40169651272384543,0.022536158762193073,0.01818181818181818,0.09090909090909091,0.0,0.02857142857142857,0.7586206896551724,0.0
0.8,0.0,0.0,0.0,0.3157894736842105,0.49333333333333335,0.21166095051445372,0.02011728899116621,0.0,0.11880046136101499,0.019005847953216377,0.03124442063917158,0.2977506671749905,0.1408105560791706,0.2547931382441978,0.0,0.13636363636363635,0.0,0.0380952380952381,0.7586206896551724,0.0
0.4470588235294118,0.0,0.0,0.125,0.21052631578947367,0.13333333333333333,0.39098481136697694,0.0008908024645534852,0.0024410089503661514,0.0,0.013157894736842105,0.13854668809141224,0.3745711017918414,0.43147973609802076,0.06340396905482677,0.0,0.18181818181818182,0.0,0.047619047619047616,0.8275862068965517,1.0
0.5058823529411764,0.0,0.0,0.375,0.10526315789473684,0.32,0.5639392454679079,0.0011135030806918565,0.0,0.25605536332179935,0.14327485380116958,0.35654347437957506,0.38581776591688904,0.29010367577756835,0.1992936427850656,0.0,0.22727272727272727,0.25,0.05714285714285714,0.7931034482758621,0.0
0.611764705882353,1.0,0.0,0.25,0.15789473684210525,0.44,0.26702596766291037,0.0025981738549476652,0.001627339300244101,0.17185697808535177,0.04093567251461989,0.06855918585966791,0.3147159740754861,0.038454288407163056,0.3612512613521695,0.0,0.18181818181818182,0.0,0.047619047619047616,0.8275862068965517,0.0
0.6470588235294118,0.0,0.0,0.25,0.05263157894736842,0.18666666666666668,0.22243998040176385,0.0,0.007323026851098455,0.1787773933102653,0.0,0.0,0.37075867327487605,0.0,0.444836865119408,0.0,0.18181818181818182,0.0,0.047619047619047616,0.8275862068965517,1.0
0.6,1.0,0.0,0.25,0.15789473684210525,0.17333333333333334,0.5629593336599706,0.0006681018484151139,0.0024410089503661514,0.14417531718569782,0.12719298245614036,0.154972326370291,0.43709492947007245,0.03694627709707823,0.47040026908846283,0.0,0.045454545454545456,0.0,0.06666666666666667,0.8620689655172413,0.0
